Geschäftstyp,Bewilligungsnummer,Richtung,Bewilligungsdatum,Bestimmungsland,Catch-All,AG (GKV),MTCR (GKV),NSGI (GKV),NSGII (GKV),WA (GKV),ML (GKV),Anhang 5.1,Anhang 5.2,Anhang 5.3,ChKV,Wert
DUAL_USE,43700,EXPORT,10-02-97,Deutschland,,,,,2B201.1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43703,EXPORT,10-06-97,Indien,,,,,,(7B003),,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43702,EXPORT,10-06-97,Kenia,,2B350.g2,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43706,EXPORT,10-06-97,OECD-Staaten,,,,,(2B001.a),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43708,EXPORT,10-06-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43704,EXPORT,10-06-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43704,EXPORT,10-06-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43705,EXPORT,10-06-97,Großbritannien (Vereinigtes Königreich),,,,,,3A002.g1,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43707,EXPORT,10-06-97,Deutschland,,,,,1C216,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43701,EXPORT,10-06-97,Mexiko,,2B352.b,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43710,EXPORT,10-07-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43710,EXPORT,10-07-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43710,EXPORT,10-07-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43710,EXPORT,10-07-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43710,EXPORT,10-07-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43710,EXPORT,10-07-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43712,EXPORT,10-07-97,Großbritannien (Vereinigtes Königreich),,,1C111.a2d,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43714,EXPORT,10-07-97,Belgien,,,,,,5B001,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43709,EXPORT,10-07-97,Vereinigte Staaten,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43711,EXPORT,10-07-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43711,EXPORT,10-07-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43713,EXPORT,10-07-97,Großbritannien (Vereinigtes Königreich),,,1C111.a2d,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43716,EXPORT,10-08-97,Pakistan,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43716,EXPORT,10-08-97,Pakistan,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43717,EXPORT,10-08-97,Algerien,,,,,,SL5A002.c,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43718,EXPORT,10-08-97,Frankreich,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43715,EXPORT,10-08-97,Slowenien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43723,EXPORT,10-09-97,Singapur,,,,,,3A002.g1,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43722,EXPORT,10-09-97,Philippinen,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43721,EXPORT,10-09-97,Peru,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43720,EXPORT,10-09-97,Großbritannien (Vereinigtes Königreich),,,1C011.a,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43719,EXPORT,10-09-97,Peru,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43725,EXPORT,10-10-97,Tschechische Republik,,,,,,4A003.c,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43724,EXPORT,10-10-97,Israel,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43728,EXPORT,10-10-97,Polen,,,,,,4A003.d,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43727,EXPORT,10-10-97,"Syrien, Arabische Republik",,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43726,EXPORT,10-10-97,Belgien,,,,,,4A003.d,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43726,EXPORT,10-10-97,Belgien,,,,,,4A003.b,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43731,EXPORT,10-13-97,Deutschland,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43730,EXPORT,10-13-97,Frankreich,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43733,EXPORT,10-13-97,China,,,,,(2B001.a1),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43729,EXPORT,10-13-97,Singapur,,,,,,,ML14,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43732,EXPORT,10-13-97,Kuwait,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43734,EXPORT,10-14-97,Vereinigte Staaten,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43735,EXPORT,10-14-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43735,EXPORT,10-14-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43736,EXPORT,10-14-97,Schweden,,,1C111.a2d,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43737,EXPORT,10-15-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43741,EXPORT,10-15-97,Großbritannien (Vereinigtes Königreich),,,1C111.a2d,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43738,EXPORT,10-15-97,Vereinigte Staaten,,,,,(2B001.b1),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43739,EXPORT,10-15-97,Botswana,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43740,EXPORT,10-15-97,Deutschland,,,,,,4A003.b,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43743,EXPORT,10-16-97,Italien,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43742,EXPORT,10-16-97,Deutschland,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43744,EXPORT,10-16-97,Slowenien,,,,,,,ML10.b,,,,,60000000
DUAL_USE,43745,EXPORT,10-17-97,Belgien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43745,EXPORT,10-17-97,Belgien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43747,EXPORT,10-17-97,Deutschland,,,,,(2D002.a),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43746,EXPORT,10-17-97,Ungarn,,,,,(2B001.a),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43757,EXPORT,10-20-97,Deutschland,,,,,1B231.b2,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43756,EXPORT,10-20-97,Belgien,,,,,,6A002.c1,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43756,EXPORT,10-20-97,Belgien,,,,,,6A002.c1,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43755,EXPORT,10-20-97,Malaysia,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43751,EXPORT,10-20-97,Kroatien (Hrvatska),,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43753,EXPORT,10-20-97,Saudi-Arabien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43748,EXPORT,10-20-97,Philippinen,,,,,,3A002.g1,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43750,EXPORT,10-20-97,Jemen,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43749,EXPORT,10-20-97,Bahrain,,,,,,3A002.g1,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43754,EXPORT,10-20-97,Saudi-Arabien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43752,EXPORT,10-20-97,Saudi-Arabien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43758,EXPORT,10-21-97,Großbritannien (Vereinigtes Königreich),,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43759,EXPORT,10-22-97,Saudi-Arabien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43760,EXPORT,10-23-97,Deutschland,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43762,EXPORT,10-23-97,Rumänien,,,,,,2B006.b2,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43761,EXPORT,10-23-97,Deutschland,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43763,EXPORT,10-24-97,Italien,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43765,EXPORT,10-27-97,Rumänien,,,,,,,ML11,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43766,EXPORT,10-27-97,Belgien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43767,EXPORT,10-27-97,Belgien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43768,EXPORT,10-27-97,Portugal,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43764,EXPORT,10-27-97,Singapur,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43770,EXPORT,10-27-97,Peru,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43769,EXPORT,10-27-97,Belgien,,,,,,4A003.d,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43772,EXPORT,10-28-97,Südafrika,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43776,EXPORT,10-28-97,Italien,,1C350.24,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43774,EXPORT,10-28-97,Belgien,,,,,,6A002.c1,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43773,EXPORT,10-28-97,Israel,,,,,,,ML18.c,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43771,EXPORT,10-28-97,Israel,,2B350.g2,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43771,EXPORT,10-28-97,Israel,,2B350.g2,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43775,EXPORT,10-28-97,Italien,,1C350.24,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43777,EXPORT,10-28-97,"Korea, Republik",,,,,,(7B003),,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43782,EXPORT,10-29-97,Russische Föderation,,,,,,4A003.b,,,,,,4554171
DUAL_USE,43782,EXPORT,10-29-97,Russische Föderation,,,,,,4A003.b,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43779,EXPORT,10-29-97,"Slowakei, Slowakische Republik",,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43779,EXPORT,10-29-97,"Slowakei, Slowakische Republik",,,,,,SL5D002.a,,,,,,00:00
DUAL_USE,43781,EXPORT,10-29-97,Singapur,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43778,EXPORT,10-29-97,Vereinigte Staaten,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43788,EXPORT,10-30-97,Deutschland,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43794,EXPORT,10-30-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43794,EXPORT,10-30-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43780,EXPORT,10-30-97,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43791,EXPORT,10-30-97,Deutschland,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43793,EXPORT,10-30-97,Russische Föderation,,,,,,4A003.b,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43786,EXPORT,10-30-97,Spanien,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43784,EXPORT,10-30-97,Polen,,,,,,,ML18.c,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43789,EXPORT,10-30-97,Frankreich,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43785,EXPORT,10-30-97,Argentinien,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43785,EXPORT,10-30-97,Argentinien,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43783,EXPORT,10-30-97,China,,,,,,5B001,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43787,EXPORT,10-30-97,Vereinigte Staaten,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43790,EXPORT,10-30-97,Frankreich,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43790,EXPORT,10-30-97,Frankreich,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43792,EXPORT,10-30-97,Belize,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43792,EXPORT,10-30-97,Belize,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43797,EXPORT,10-31-97,Russische Föderation,,,,,(2B001.a1),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43796,EXPORT,10-31-97,Deutschland,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43795,EXPORT,10-31-97,Schweden,,,,,2B201.b1,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43798,EXPORT,11-03-97,Belgien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43798,EXPORT,11-03-97,Belgien,,,,,,SL5A002.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43800,EXPORT,11-03-97,Israel,,,,,,,ML14,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43800,EXPORT,11-03-97,Israel,,,,,,,ML14,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43800,EXPORT,11-03-97,Israel,,,,,,,ML14,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43800,EXPORT,11-03-97,Israel,,,,,,,ML14,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43800,EXPORT,11-03-97,Israel,,,,,,,ML14,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,43801,EXPORT,11-03-97,Belgien,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
