Geschäftstyp,Bewilligungsnummer,Richtung,Bewilligungsdatum,Bestimmungsland,Catch-All,AG (GKV),MTCR (GKV),NSGI (GKV),NSGII (GKV),WA (GKV),ML (GKV),Anhang 5.1,Anhang 5.2,Anhang 5.3,ChKV,Wert
DUAL_USE,43700,EXPORT,10/02/1997,Deutschland,,,,,2B201.1,,,,,,,445971
DUAL_USE,43703,EXPORT,10/06/1997,Indien,,,,,,(7B003),,,,,,575729
DUAL_USE,43702,EXPORT,10/06/1997,Kenia,,2B350.g2,,,,,,,,,,4004
DUAL_USE,43706,EXPORT,10/06/1997,OECD-Staaten,,,,,(2B001.a),,,,,,,170000
DUAL_USE,43708,EXPORT,10/06/1997,Irak,,,,,,,,,,,,34094
DUAL_USE,43704,EXPORT,10/06/1997,Irak,,,,,,,,,,,,40
DUAL_USE,43704,EXPORT,10/06/1997,Irak,,,,,,,,,,,,76
DUAL_USE,43705,EXPORT,10/06/1997,Großbritannien (Vereinigtes Königreich),,,,,,3A002.g1,,,,,,56520
DUAL_USE,43707,EXPORT,10/06/1997,Deutschland,,,,,1C216,,,,,,,2044
DUAL_USE,43701,EXPORT,10/06/1997,Mexiko,,2B352.b,,,,,,,,,,1277630
DUAL_USE,43710,EXPORT,10/07/1997,Irak,,,,,,,,,,,,360
DUAL_USE,43710,EXPORT,10/07/1997,Irak,,,,,,,,,,,,18250
DUAL_USE,43710,EXPORT,10/07/1997,Irak,,,,,,,,,,,,232
DUAL_USE,43710,EXPORT,10/07/1997,Irak,,,,,,,,,,,,750
DUAL_USE,43710,EXPORT,10/07/1997,Irak,,,,,,,,,,,,2500
DUAL_USE,43710,EXPORT,10/07/1997,Irak,,,,,,,,,,,,750
DUAL_USE,43712,EXPORT,10/07/1997,Großbritannien (Vereinigtes Königreich),,,1C111.a2d,,,,,,,,,19050
DUAL_USE,43714,EXPORT,10/07/1997,Belgien,,,,,,5B001,,,,,,84700
DUAL_USE,43709,EXPORT,10/07/1997,Vereinigte Staaten,,,,,2B201.b1,,,,,,,293220
DUAL_USE,43711,EXPORT,10/07/1997,Irak,,,,,,,,,,,,1500
DUAL_USE,43711,EXPORT,10/07/1997,Irak,,,,,,,,,,,,47500
DUAL_USE,43713,EXPORT,10/07/1997,Großbritannien (Vereinigtes Königreich),,,1C111.a2d,,,,,,,,,19050
DUAL_USE,43716,EXPORT,10/08/1997,Pakistan,,,,,,SL5A002.a,,,,,,55500
DUAL_USE,43716,EXPORT,10/08/1997,Pakistan,,,,,,SL5A002.a,,,,,,2094632
DUAL_USE,43717,EXPORT,10/08/1997,Algerien,,,,,,SL5A002.c,,,,,,730650
DUAL_USE,43718,EXPORT,10/08/1997,Frankreich,,,,,,,,,,,,3000
DUAL_USE,43715,EXPORT,10/08/1997,Slowenien,,,,,,SL5A002.a,,,,,,163500
DUAL_USE,43723,EXPORT,10/09/1997,Singapur,,,,,,3A002.g1,,,,,,56121
DUAL_USE,43722,EXPORT,10/09/1997,Philippinen,,,,,,SL5A002.a,,,,,,29000
DUAL_USE,43721,EXPORT,10/09/1997,Peru,,,,,,SL5A002.a,,,,,,276000
DUAL_USE,43720,EXPORT,10/09/1997,Großbritannien (Vereinigtes Königreich),,,1C011.a,,,,,,,,,6400
DUAL_USE,43719,EXPORT,10/09/1997,Peru,,,,,,SL5A002.a,,,,,,211500
DUAL_USE,43725,EXPORT,10/10/1997,Tschechische Republik,,,,,,4A003.c,,,,,,140000
DUAL_USE,43724,EXPORT,10/10/1997,Israel,,,,,,,,,,,,108500
DUAL_USE,43728,EXPORT,10/10/1997,Polen,,,,,,4A003.d,,,,,,50000
DUAL_USE,43727,EXPORT,10/10/1997,"Syrien, Arabische Republik",,,,,,SL5A002.a,,,,,,170000
DUAL_USE,43726,EXPORT,10/10/1997,Belgien,,,,,,4A003.d,,,,,,2271467
DUAL_USE,43726,EXPORT,10/10/1997,Belgien,,,,,,4A003.b,,,,,,372025
DUAL_USE,43731,EXPORT,10/13/1997,Deutschland,,,,,2B201.b1,,,,,,,312730
DUAL_USE,43730,EXPORT,10/13/1997,Frankreich,,,,,2B201.b1,,,,,,,543446
DUAL_USE,43733,EXPORT,10/13/1997,China,,,,,(2B001.a1),,,,,,,540805
DUAL_USE,43729,EXPORT,10/13/1997,Singapur,,,,,,,ML14,,,,,40591
DUAL_USE,43732,EXPORT,10/13/1997,Kuwait,,,,,,SL5A002.a,,,,,,40000
DUAL_USE,43734,EXPORT,10/14/1997,Vereinigte Staaten,,,,,2B201.b1,,,,,,,142000
DUAL_USE,43735,EXPORT,10/14/1997,Irak,,,,,,,,,,,,304500
DUAL_USE,43735,EXPORT,10/14/1997,Irak,,,,,,,,,,,,48372
DUAL_USE,43736,EXPORT,10/14/1997,Schweden,,,1C111.a2d,,,,,,,,,22000
DUAL_USE,43737,EXPORT,10/15/1997,Irak,,,,,,,,,,,,87807
DUAL_USE,43741,EXPORT,10/15/1997,Großbritannien (Vereinigtes Königreich),,,1C111.a2d,,,,,,,,,3175
DUAL_USE,43738,EXPORT,10/15/1997,Vereinigte Staaten,,,,,(2B001.b1),,,,,,,2585180
DUAL_USE,43739,EXPORT,10/15/1997,Botswana,,,,,,SL5A002.a,,,,,,495520
DUAL_USE,43740,EXPORT,10/15/1997,Deutschland,,,,,,4A003.b,,,,,,192800
DUAL_USE,43743,EXPORT,10/16/1997,Italien,,,,,2B201.b1,,,,,,,305000
DUAL_USE,43742,EXPORT,10/16/1997,Deutschland,,,,,2B201.b1,,,,,,,242730
DUAL_USE,43744,EXPORT,10/16/1997,Slowenien,,,,,,,ML10.b,,,,,60000000
DUAL_USE,43745,EXPORT,10/17/1997,Belgien,,,,,,SL5A002.a,,,,,,12000
DUAL_USE,43745,EXPORT,10/17/1997,Belgien,,,,,,SL5A002.a,,,,,,4000
DUAL_USE,43747,EXPORT,10/17/1997,Deutschland,,,,,(2D002.a),,,,,,,150000
DUAL_USE,43746,EXPORT,10/17/1997,Ungarn,,,,,(2B001.a),,,,,,,106300
DUAL_USE,43757,EXPORT,10/20/1997,Deutschland,,,,,1B231.b2,,,,,,,3000
DUAL_USE,43756,EXPORT,10/20/1997,Belgien,,,,,,6A002.c1,,,,,,8000
DUAL_USE,43756,EXPORT,10/20/1997,Belgien,,,,,,6A002.c1,,,,,,7000
DUAL_USE,43755,EXPORT,10/20/1997,Malaysia,,,,,,SL5A002.a,,,,,,9680
DUAL_USE,43751,EXPORT,10/20/1997,Kroatien (Hrvatska),,,,,,SL5A002.a,,,,,,54000
DUAL_USE,43753,EXPORT,10/20/1997,Saudi-Arabien,,,,,,SL5A002.a,,,,,,192505
DUAL_USE,43748,EXPORT,10/20/1997,Philippinen,,,,,,3A002.g1,,,,,,61233
DUAL_USE,43750,EXPORT,10/20/1997,Jemen,,,,,,SL5A002.a,,,,,,72450
DUAL_USE,43749,EXPORT,10/20/1997,Bahrain,,,,,,3A002.g1,,,,,,67129
DUAL_USE,43754,EXPORT,10/20/1997,Saudi-Arabien,,,,,,SL5A002.a,,,,,,185907
DUAL_USE,43752,EXPORT,10/20/1997,Saudi-Arabien,,,,,,SL5A002.a,,,,,,176699
DUAL_USE,43758,EXPORT,10/21/1997,Großbritannien (Vereinigtes Königreich),,,,,2B201.b1,,,,,,,508570
DUAL_USE,43759,EXPORT,10/22/1997,Saudi-Arabien,,,,,,SL5A002.a,,,,,,113120
DUAL_USE,43760,EXPORT,10/23/1997,Deutschland,,,,,2B201.b1,,,,,,,236304
DUAL_USE,43762,EXPORT,10/23/1997,Rumänien,,,,,,2B006.b2,,,,,,7300
DUAL_USE,43761,EXPORT,10/23/1997,Deutschland,,,,,2B201.b1,,,,,,,485948
DUAL_USE,43763,EXPORT,10/24/1997,Italien,,,,,2B201.b1,,,,,,,611600
DUAL_USE,43765,EXPORT,10/27/1997,Rumänien,,,,,,,ML11,,,,,17935
DUAL_USE,43766,EXPORT,10/27/1997,Belgien,,,,,,SL5A002.a,,,,,,14000
DUAL_USE,43767,EXPORT,10/27/1997,Belgien,,,,,,SL5A002.a,,,,,,9000
DUAL_USE,43768,EXPORT,10/27/1997,Portugal,,,,,2B201.b1,,,,,,,283443
DUAL_USE,43764,EXPORT,10/27/1997,Singapur,,,,,,SL5A002.a,,,,,,87940
DUAL_USE,43770,EXPORT,10/27/1997,Peru,,,,,,SL5A002.a,,,,,,172550
DUAL_USE,43769,EXPORT,10/27/1997,Belgien,,,,,,4A003.d,,,,,,203750
DUAL_USE,43772,EXPORT,10/28/1997,Südafrika,,,,,,,,,,,,10
DUAL_USE,43776,EXPORT,10/28/1997,Italien,,1C350.24,,,,,,,,,,36000
DUAL_USE,43774,EXPORT,10/28/1997,Belgien,,,,,,6A002.c1,,,,,,8000
DUAL_USE,43773,EXPORT,10/28/1997,Israel,,,,,,,ML18.c,,,,,500
DUAL_USE,43771,EXPORT,10/28/1997,Israel,,2B350.g2,,,,,,,,,,61677
DUAL_USE,43771,EXPORT,10/28/1997,Israel,,2B350.g2,,,,,,,,,,1238318
DUAL_USE,43775,EXPORT,10/28/1997,Italien,,1C350.24,,,,,,,,,,39500
DUAL_USE,43777,EXPORT,10/28/1997,"Korea, Republik",,,,,,(7B003),,,,,,224000
DUAL_USE,43782,EXPORT,10/29/1997,Russische Föderation,,,,,,4A003.b,,,,,,4554171
DUAL_USE,43782,EXPORT,10/29/1997,Russische Föderation,,,,,,4A003.b,,,,,,542128
DUAL_USE,43779,EXPORT,10/29/1997,"Slowakei, Slowakische Republik",,,,,,SL5A002.a,,,,,,197360
DUAL_USE,43779,EXPORT,10/29/1997,"Slowakei, Slowakische Republik",,,,,,SL5D002.a,,,,,,0
DUAL_USE,43781,EXPORT,10/29/1997,Singapur,,,,,,,,,,,,106
DUAL_USE,43778,EXPORT,10/29/1997,Vereinigte Staaten,,,,,2B201.b1,,,,,,,232247
DUAL_USE,43788,EXPORT,10/30/1997,Deutschland,,,,,,,,,,,,2250
DUAL_USE,43794,EXPORT,10/30/1997,Irak,,,,,,,,,,,,5
DUAL_USE,43794,EXPORT,10/30/1997,Irak,,,,,,,,,,,,36
DUAL_USE,43780,EXPORT,10/30/1997,Irak,,,,,,,,,,,,15704
DUAL_USE,43791,EXPORT,10/30/1997,Deutschland,,,,,,,ML01.a,,,,,500
DUAL_USE,43793,EXPORT,10/30/1997,Russische Föderation,,,,,,4A003.b,,,,,,901460
DUAL_USE,43786,EXPORT,10/30/1997,Spanien,,,,,,,ML01.a,,,,,5000
DUAL_USE,43784,EXPORT,10/30/1997,Polen,,,,,,,ML18.c,,,,,100
DUAL_USE,43789,EXPORT,10/30/1997,Frankreich,,,,,,,ML01.a,,,,,800
DUAL_USE,43785,EXPORT,10/30/1997,Argentinien,,,,,,,ML01.a,,,,,3035
DUAL_USE,43785,EXPORT,10/30/1997,Argentinien,,,,,,,ML01.a,,,,,1800
DUAL_USE,43783,EXPORT,10/30/1997,China,,,,,,5B001,,,,,,173455
DUAL_USE,43787,EXPORT,10/30/1997,Vereinigte Staaten,,,,,,,ML01.a,,,,,127540
DUAL_USE,43790,EXPORT,10/30/1997,Frankreich,,,,,,,ML01.a,,,,,2541
DUAL_USE,43790,EXPORT,10/30/1997,Frankreich,,,,,,,ML01.a,,,,,2148
DUAL_USE,43792,EXPORT,10/30/1997,Belize,,,,,,,ML01.a,,,,,1875
DUAL_USE,43792,EXPORT,10/30/1997,Belize,,,,,,,ML01.a,,,,,1575
DUAL_USE,43797,EXPORT,10/31/1997,Russische Föderation,,,,,(2B001.a1),,,,,,,350000
DUAL_USE,43796,EXPORT,10/31/1997,Deutschland,,,,,,,ML01.a,,,,,10000
DUAL_USE,43795,EXPORT,10/31/1997,Schweden,,,,,2B201.b1,,ML01.a,,,,,280130
DUAL_USE,43798,EXPORT,11/03/1997,Belgien,,,,,,SL5A002.a,,,,,,12000
DUAL_USE,43798,EXPORT,11/03/1997,Belgien,,,,,,SL5A002.a,,,,,,15000
DUAL_USE,43800,EXPORT,11/03/1997,Israel,,,,,,,ML14,,,,,970
DUAL_USE,43800,EXPORT,11/03/1997,Israel,,,,,,,ML14,,,,,1220
DUAL_USE,43800,EXPORT,11/03/1997,Israel,,,,,,,ML14,,,,,19000
DUAL_USE,43800,EXPORT,11/03/1997,Israel,,,,,,,ML14,,,,,1825
DUAL_USE,43800,EXPORT,11/03/1997,Israel,,,,,,,ML14,,,,,470
DUAL_USE,43801,EXPORT,11/03/1997,Belgien,,,,,,,ML01.a,,,,,959
DUAL_USE,43799,EXPORT,11/03/1997,"Korea, Republik",,,,,,,ML17.k,,,,,101290
DUAL_USE,43802,EXPORT,11/03/1997,Botswana,,,,,,5A001.c1,,,,,,2596878
DUAL_USE,43803,EXPORT,11/04/1997,Deutschland,,,,,2B201.b1,,,,,,,375850
DUAL_USE,43805,EXPORT,11/04/1997,Kroatien (Hrvatska),,,,,,4A003.d,,,,,,126630
DUAL_USE,43804,EXPORT,11/04/1997,Irak,,,,,,,,,,,,10000
DUAL_USE,43806,EXPORT,11/05/1997,Israel,,,,,,SL5D002.a,,,,,,2792
DUAL_USE,43810,EXPORT,11/06/1997,Vereinigte Staaten,,,,,,,,,,,,6633
DUAL_USE,43809,EXPORT,11/06/1997,Irak,,,,,,,,,,,,767220
DUAL_USE,43808,EXPORT,11/06/1997,Polen,,,,,(2B001.a),,,,,,,158000
DUAL_USE,43814,EXPORT,11/07/1997,Belgien,,,,,,SL5A002.a,,,,,,12000
DUAL_USE,43811,EXPORT,11/07/1997,Frankreich,,,,,(2B001.a),,,,,,,170000
DUAL_USE,43813,EXPORT,11/07/1997,Indonesien,,,,,,6A002.c1,,,,,,17430
DUAL_USE,43815,EXPORT,11/07/1997,Irak,,,,,,,,,,,,10244
DUAL_USE,43812,EXPORT,11/07/1997,Singapur,,,,,,SL5A002.a,,,,,,15052
DUAL_USE,43807,EXPORT,11/07/1997,Irak,,,,,,,,,,,,7683
DUAL_USE,43817,EXPORT,11/10/1997,Irak,,,,,,,,,,,,563
DUAL_USE,43817,EXPORT,11/10/1997,Irak,,,,,,,,,,,,370
DUAL_USE,43823,EXPORT,11/10/1997,Belgien,,,,,,,ML10.b,,,,,2000000
DUAL_USE,43822,EXPORT,11/10/1997,Belgien,,,,,,,ML10.b,,,,,2500000
DUAL_USE,43820,EXPORT,11/10/1997,Italien,,1C350.24,,,,,,,,,,39500
DUAL_USE,43821,EXPORT,11/10/1997,Botswana,,,,,,,Ml10.b,,,,,2249250
DUAL_USE,43819,EXPORT,11/10/1997,Italien,,1C350.24,,,,,,,,,,36000
DUAL_USE,43818,EXPORT,11/10/1997,Deutschland,,,,,1C216.a4,,,,,,,2400
DUAL_USE,43829,EXPORT,11/11/1997,Indonesien,,,,,,3A002.g1,,,,,,59452
DUAL_USE,43825,EXPORT,11/11/1997,Deutschland,,,,,2B201.b1,,,,,,,835782
DUAL_USE,43827,EXPORT,11/11/1997,Madagaskar,,,,,,SL5A002.a,,,,,,18073
DUAL_USE,43827,EXPORT,11/11/1997,Madagaskar,,,,,,SL5A002.a,,,,,,3073
DUAL_USE,43831,EXPORT,11/11/1997,Hong Kong,,,,,,3A002.g1,,,,,,60000
DUAL_USE,43828,EXPORT,11/11/1997,Südafrika,,,,,,SL5A002.a,,,,,,13332
DUAL_USE,43835,EXPORT,11/11/1997,Malaysia,,,,,,5A001.b,,,,,,197367
DUAL_USE,43833,EXPORT,11/11/1997,Deutschland,,,,,,,,,,,,1400
DUAL_USE,43824,EXPORT,11/11/1997,Slowenien,,,,,,,ML07.e,,,,,106210
DUAL_USE,43826,EXPORT,11/11/1997,Singapur,,,,,,SL5A002.a,,,,,,34496
DUAL_USE,43830,EXPORT,11/11/1997,Deutschland,,,,,(2B001.b2),,,,,,,4066500
DUAL_USE,43832,EXPORT,11/11/1997,Polen,,,,,,4A003.d,,,,,,286651
DUAL_USE,43834,EXPORT,11/11/1997,Frankreich,,,,,,,,,,,,11550
DUAL_USE,43837,EXPORT,11/12/1997,Deutschland,,,,,,,ML01.a,,,,,12400
DUAL_USE,43837,EXPORT,11/12/1997,Deutschland,,,,,,,ML01.a,,,,,9200
DUAL_USE,43837,EXPORT,11/12/1997,Deutschland,,,,,,,ML01.a,,,,,36500
DUAL_USE,43844,EXPORT,11/12/1997,Kanada,,,,,,,ML01.a,,,,,130
DUAL_USE,43843,EXPORT,11/12/1997,Frankreich,,,,,,(7B003),,,,,,250000
DUAL_USE,43836,EXPORT,11/12/1997,Südafrika,,,,,,5B001,,,,,,43000
DUAL_USE,43838,EXPORT,11/12/1997,"Korea, Republik",,,,,,2B001.b2,,,,,,3300000
DUAL_USE,43848,EXPORT,11/12/1997,Mexiko,,,,,,4A003.d,,,,,,16070
DUAL_USE,43840,EXPORT,11/12/1997,Ägypten,,,,,,SL5A002.a,,,,,,87750
DUAL_USE,43845,EXPORT,11/12/1997,Großbritannien (Vereinigtes Königreich),,,,,,,ML01.a,,,,,4615
DUAL_USE,43839,EXPORT,11/12/1997,Saudi-Arabien,,,,,,SL5A002.a,,,,,,43830
DUAL_USE,43846,EXPORT,11/12/1997,Russische Föderation,,,,,(2B001.b1a),,,,,,,751028
DUAL_USE,43841,EXPORT,11/12/1997,Usbekistan,,,,,,SL5A002.a,,,,,,51750
DUAL_USE,43842,EXPORT,11/12/1997,Hong Kong,,,,,,SL5A002.a,,,,,,10260
DUAL_USE,43847,EXPORT,11/12/1997,Singapur,,,,,,5A001.d1a,,,,,,201256
DUAL_USE,43852,EXPORT,11/13/1997,Chile,,,,,,SL5A002.a,,,,,,7384
DUAL_USE,43851,EXPORT,11/13/1997,Polen,,,,,,SL5A002.a,,,,,,23270
DUAL_USE,43851,EXPORT,11/13/1997,Polen,,,,,,SL5A002.a,,,,,,79619
DUAL_USE,43849,EXPORT,11/13/1997,China,,,,,(2D002.a),,,,,,,50000
DUAL_USE,43856,EXPORT,11/13/1997,Kuwait,,,,,,SL5A002.a,,,,,,482040
DUAL_USE,43866,EXPORT,11/13/1997,Sri Lanka,,,,0C004,,,,,,,,419
DUAL_USE,43866,EXPORT,11/13/1997,Sri Lanka,,,,0C004,,,,,,,,429
DUAL_USE,43866,EXPORT,11/13/1997,Sri Lanka,,,,0C004,,,,,,,,187
DUAL_USE,43858,EXPORT,11/13/1997,Ägypten,,2B350.a6,,,,,,,,,,8000
DUAL_USE,43850,EXPORT,11/13/1997,"Korea, Republik",,,,,,6A002.c1,,,,,,1900000
DUAL_USE,43857,EXPORT,11/13/1997,Belgien,,,,,,6A002.c1,,,,,,8000
DUAL_USE,43857,EXPORT,11/13/1997,Belgien,,,,,,6A002.c1,,,,,,7000
DUAL_USE,43857,EXPORT,11/13/1997,Belgien,,,,,,6A002.c1,,,,,,9600
DUAL_USE,43857,EXPORT,11/13/1997,Belgien,,,,,,6A002.c1,,,,,,7000
DUAL_USE,43857,EXPORT,11/13/1997,Belgien,,,,,,6A002.c1,,,,,,8500
DUAL_USE,43863,EXPORT,11/13/1997,Malaysia,,,,0C004,,,,,,,,200
DUAL_USE,43863,EXPORT,11/13/1997,Malaysia,,,,0C004,,,,,,,,252
DUAL_USE,43860,EXPORT,11/13/1997,Bangladesch,,,,,,,,,,,,107
DUAL_USE,43860,EXPORT,11/13/1997,Bangladesch,,,,,,,,,,,,40
DUAL_USE,43865,EXPORT,11/13/1997,Thailand,,,,0C004,,,,,,,,64
DUAL_USE,43859,EXPORT,11/13/1997,Mauritius,,1C350.40,,,,,,,,,,3680
DUAL_USE,43868,EXPORT,11/13/1997,Irak,,,,,,,,,,,,14455
DUAL_USE,43864,EXPORT,11/13/1997,Thailand,,,,0C004,,,,,,,,1440
DUAL_USE,43854,EXPORT,11/13/1997,"Slowakei, Slowakische Republik",,,,,,SL5A002.a,,,,,,29300
DUAL_USE,43853,EXPORT,11/13/1997,Saudi-Arabien,,,,,,SL5A002.a,,,,,,445500
DUAL_USE,43855,EXPORT,11/13/1997,Griechenland,,,,,(2B001.a),,,,,,,150560
DUAL_USE,43861,EXPORT,11/13/1997,Chile,,,,0C201,,,,,,,,35
DUAL_USE,43862,EXPORT,11/13/1997,Indien,,,,0C004,,,,,,,,68
DUAL_USE,43867,EXPORT,11/13/1997,Brasilien,,,,0C004,,,,,,,,1940
DUAL_USE,43869,EXPORT,11/13/1997,Indien,,,,,,,,,,,,5
DUAL_USE,43872,EXPORT,11/14/1997,Oman,,,,,,,ML18.c,,,,,59360
DUAL_USE,43870,EXPORT,11/14/1997,Vereinigte Staaten,,,,,2B201.b1,,,,,,,251393
DUAL_USE,43871,EXPORT,11/14/1997,Vereinigte Staaten,,,,,2B201.b1,,,,,,,184585
DUAL_USE,43873,EXPORT,11/14/1997,Bahrain,,,,,,,ML11,,,,,0
DUAL_USE,43873,EXPORT,11/14/1997,Bahrain,,,,,,,ML11,,,,,1018633
DUAL_USE,43874,EXPORT,11/14/1997,Saudi-Arabien,,,,,,,ML11,,,,,1554000
DUAL_USE,43877,EXPORT,11/17/1997,Belgien,,,,,,,ML11,,,,,30000
DUAL_USE,43876,EXPORT,11/17/1997,Oman,,,,,,SL5A002.a,,,,,,25000
DUAL_USE,43875,EXPORT,11/17/1997,Malaysia,,,,,,SL5A002.a,,,,,,146457
DUAL_USE,43875,EXPORT,11/17/1997,Malaysia,,,,,,SL5A002.a,,,,,,352736
DUAL_USE,43875,EXPORT,11/17/1997,Malaysia,,,,,,SL5A002.a,,,,,,218822
DUAL_USE,43879,EXPORT,11/18/1997,Schweden,,,,,2B201.b1,,,,,,,394472
DUAL_USE,43878,EXPORT,11/18/1997,"Slowakei, Slowakische Republik",,,,,,4A003.b,,,,,,610500
DUAL_USE,43880,EXPORT,11/19/1997,Belgien,,,,,,5A001.b,,,,,,38200
DUAL_USE,43881,EXPORT,11/20/1997,Polen,,,,,,,ML18.c,,,,,150
DUAL_USE,43884,EXPORT,11/21/1997,Italien,,,,,2B201.b1,,,,,,,390000
DUAL_USE,43883,EXPORT,11/21/1997,Deutschland,,,,,2B201.a2,,,,,,,1141440
DUAL_USE,43886,EXPORT,11/21/1997,Vereinigte Staaten,,,,,1B231.b2,,,,,,,2850
DUAL_USE,43886,EXPORT,11/21/1997,Vereinigte Staaten,,,,,1C235,,,,,,,1875
DUAL_USE,43885,EXPORT,11/21/1997,Irak,,,,,,,,,,,,273808
DUAL_USE,43882,EXPORT,11/21/1997,Norwegen,,,,,,,ML01.a,,,,,10658
DUAL_USE,43889,EXPORT,11/24/1997,Singapur,,,,0C004,,,,,,,,129
DUAL_USE,43889,EXPORT,11/24/1997,Singapur,,,,0C004,,,,,,,,71
DUAL_USE,43888,EXPORT,11/24/1997,Malaysia,,,,0C004,,,,,,,,161
DUAL_USE,43890,EXPORT,11/24/1997,Thailand,,,,0C004,,,,,,,,390
DUAL_USE,43887,EXPORT,11/24/1997,Brasilien,,,,,,,,,,,,2880
DUAL_USE,43892,EXPORT,11/25/1997,Deutschland,,,,,2B201.b1,,,,,,,509727
DUAL_USE,43898,EXPORT,11/25/1997,Indien,,,,0C004,,,,,,,,68
DUAL_USE,43895,EXPORT,11/25/1997,Großbritannien (Vereinigtes Königreich),,,1C111.a2d,,,,,,,,,19050
DUAL_USE,43897,EXPORT,11/25/1997,Singapur,,,,0C004,,,,,,,,71
DUAL_USE,43891,EXPORT,11/25/1997,Marokko,,,,,,SL5A002.a,,,,,,1200
DUAL_USE,43893,EXPORT,11/25/1997,Deutschland,,,,,2B201.b1,,,,,,,297730
DUAL_USE,43894,EXPORT,11/25/1997,Österreich,,,,,,,ML01.a,,,,,17
DUAL_USE,43896,EXPORT,11/25/1997,Deutschland,,,,0A001.d,,,,,,,,173184
DUAL_USE,43900,EXPORT,11/26/1997,Saudi-Arabien,,,,,,SL5A002.a,,,,,,12000
DUAL_USE,43900,EXPORT,11/26/1997,Saudi-Arabien,,,,,,SL5A002.a,,,,,,12000
DUAL_USE,43901,EXPORT,11/26/1997,Deutschland,,,,,2B201.b1,,,,,,,506317
DUAL_USE,43903,EXPORT,11/26/1997,"Taiwan, Provinz von China",,2B350.g2,,,,,,,,,,8518
DUAL_USE,43902,EXPORT,11/26/1997,Deutschland,,,,0C004,,,,,,,,1340
DUAL_USE,43904,EXPORT,11/26/1997,Hong Kong,,,,,,SL5A002.a,,,,,,6180
DUAL_USE,43899,EXPORT,11/26/1997,Vereinigte Arabische Emirate,,,,,,,ML14,,,,,60690
DUAL_USE,43905,EXPORT,11/27/1997,Tunesien,,,,,,,,,,,,4060
DUAL_USE,43908,EXPORT,11/28/1997,Frankreich,,,,,(2B001.a),,,,,,,150000
DUAL_USE,43909,EXPORT,11/28/1997,Spanien,,,,,,,ML01.a,,,,,4250
DUAL_USE,43907,EXPORT,11/28/1997,Vereinigte Staaten,,,,,2B201.b1,,,,,,,240043
DUAL_USE,43906,EXPORT,11/28/1997,Italien,,,,,2B201.b1,,,,,,,239000
DUAL_USE,43911,EXPORT,12/01/1997,China,,,,,,,ML18.c,,,,,50
DUAL_USE,43913,EXPORT,12/01/1997,Tschechische Republik,,,,,,6A002.c1,,,,,,9200
DUAL_USE,43915,EXPORT,12/01/1997,Deutschland,,,,,,(7B003),,,,,,340000
DUAL_USE,43912,EXPORT,12/01/1997,Indien,,,,,,,ML18.c,,,,,100
DUAL_USE,43910,EXPORT,12/01/1997,"Slowakei, Slowakische Republik",,,,,,SL5A002.a,,,,,,25380
DUAL_USE,43914,EXPORT,12/01/1997,Vereinigte Staaten,,,,,2B201.b1,,,,,,,170000
DUAL_USE,43920,EXPORT,12/02/1997,"Korea, Republik",,2B350.g2,,,,,,,,,,95643
DUAL_USE,43920,EXPORT,12/02/1997,"Korea, Republik",,2B350.g2,,,,,,,,,,35726
DUAL_USE,43917,EXPORT,12/02/1997,Polen,,,,,,,ML18.c,,,,,500
DUAL_USE,43918,EXPORT,12/02/1997,Vereinigte Staaten,,,,,,,ML01.a,,,,,28960
DUAL_USE,43918,EXPORT,12/02/1997,Vereinigte Staaten,,,,,,,ML01.a,,,,,43440
DUAL_USE,43916,EXPORT,12/02/1997,Vereinigte Staaten,,,,,2B201.b1,,,,,,,178580
DUAL_USE,43921,EXPORT,12/02/1997,Frankreich,,,,,,,,,,,,870
DUAL_USE,43919,EXPORT,12/02/1997,Hong Kong,,,,,,2B001.a1,,,,,,639400
DUAL_USE,43922,EXPORT,12/03/1997,Vereinigte Arabische Emirate,,,,,,SL5A002.a,,,,,,74920
DUAL_USE,43926,EXPORT,12/03/1997,Großbritannien (Vereinigtes Königreich),,,1C111.a2d,,,,,,,,,19050
DUAL_USE,43925,EXPORT,12/03/1997,Irak,,,,,,,,,,,,7986
DUAL_USE,43924,EXPORT,12/03/1997,Irak,,,,,,,,,,,,53280
DUAL_USE,43923,EXPORT,12/03/1997,Kasachstan,,,,,,SL5A002.a,,,,,,7770
DUAL_USE,43928,EXPORT,12/04/1997,Österreich,,,,,,,ML01.a,,,,,500
DUAL_USE,43927,EXPORT,12/04/1997,Polen,,,,,,SL5A002.a,,,,,,418229
DUAL_USE,43935,EXPORT,12/05/1997,Frankreich,,,,,,,,,,,,4400
DUAL_USE,43934,EXPORT,12/05/1997,Country 99,,,,,,SL5A002.a,,,,,,0
DUAL_USE,43934,EXPORT,12/05/1997,Country 99,,,,,,SL5A002.a,,,,,,614210
DUAL_USE,43929,EXPORT,12/05/1997,Deutschland,,,,,,,ML01.a,,,,,3000
DUAL_USE,43930,EXPORT,12/05/1997,Brunei Darussalam,,,,,,SL5A002.a,,,,,,125430
DUAL_USE,43931,EXPORT,12/05/1997,Kroatien (Hrvatska),,,,,,SL5A002.a,,,,,,46616
DUAL_USE,43931,EXPORT,12/05/1997,Kroatien (Hrvatska),,,,,,SL5A002.a,,,,,,165800
