Geschäftstyp,Bewilligungsnummer,Richtung,Bewilligungsdatum,Bestimmungsland,Catch-All,AG (GKV),MTCR (GKV),NSGI (GKV),NSGII (GKV),WA (GKV),ML (GKV),Anhang 5.1,Anhang 5.2,Anhang 5.3,ChKV,Wert
DUAL_USE,50890,EXPORT,04/11/2003,Rumänien,,2B350.i4,,,,,,,,,,3844
DUAL_USE,50889,EXPORT,04/11/2003,Thailand,,,,,,5A002.a1a,,,,,,13710
DUAL_USE,50887,EXPORT,04/11/2003,Bulgarien,,,,,,5A002.a1a,,,,,,17922
DUAL_USE,50891,EXPORT,04/11/2003,China,,,,,2B201.b1,,,,,,,424880
DUAL_USE,50908,EXPORT,04/14/2003,Chile,,,,,,5A002.a1a,,,,,,78209
DUAL_USE,50899,EXPORT,04/14/2003,Thailand,,,,,1C230,,,,,,,18150
DUAL_USE,50901,EXPORT,04/14/2003,Kroatien (Hrvatska),,,,,2B201.a,,,,,,,13000
DUAL_USE,50900,EXPORT,04/14/2003,Kroatien (Hrvatska),,,,,(2B001.a),,,,,,,15000
DUAL_USE,50895,EXPORT,04/14/2003,Island,,,,,,,ML01.a,,,,,4500
DUAL_USE,50898,EXPORT,04/14/2003,Frankreich,,,,,,,,,,,,112
DUAL_USE,50897,EXPORT,04/14/2003,Indonesien,,,,,,6A002.c1,,,,,,11375
DUAL_USE,50906,EXPORT,04/14/2003,Frankreich,,,,0C001,,,,,,,,100
DUAL_USE,50902,EXPORT,04/14/2003,Jugoslawien,,,,,2B201.a,,,,,,,5000
DUAL_USE,50907,EXPORT,04/14/2003,Norwegen,,,,0C001,,,,,,,,140
DUAL_USE,50905,EXPORT,04/14/2003,Deutschland,,,,0C001,,,,,,,,185
DUAL_USE,50896,EXPORT,04/14/2003,Russische Föderation,,,,,,2B001.a,,,,,,494948
DUAL_USE,50893,EXPORT,04/14/2003,Jugoslawien,,,,,(2B001.a),,,,,,,108970
DUAL_USE,50903,EXPORT,04/14/2003,Südafrika,,,,0C001,,,,,,,,505
DUAL_USE,50904,EXPORT,04/14/2003,Vereinigte Staaten,,,,0C001,,,,,,,,65
DUAL_USE,50904,EXPORT,04/14/2003,Vereinigte Staaten,,,,0C001,,,,,,,,330
DUAL_USE,50894,EXPORT,04/14/2003,Georgien,,,,,,,ML01.a,,,,,4600
DUAL_USE,50910,EXPORT,04/15/2003,Mongolei,,,,,,,ML01.a,,,,,24000
DUAL_USE,50909,EXPORT,04/15/2003,Deutschland,,,,,,,,,,,,2205
DUAL_USE,50909,EXPORT,04/15/2003,Deutschland,,,,,,,,,,,,900
DUAL_USE,50909,EXPORT,04/15/2003,Deutschland,,,,,,,,,,,,540
DUAL_USE,50909,EXPORT,04/15/2003,Deutschland,,,,,,,,,,,,2295
DUAL_USE,50909,EXPORT,04/15/2003,Deutschland,,,,,,,,,,,,855
DUAL_USE,50912,EXPORT,04/16/2003,Italien,,,,,,,,,,,,500
DUAL_USE,50915,EXPORT,04/16/2003,Vereinigte Staaten,,,,0C001,,,,,,,,110
DUAL_USE,50916,EXPORT,04/16/2003,Russische Föderation,,,,,2B201.b1,,,,,,,1084009
DUAL_USE,50913,EXPORT,04/16/2003,Deutschland,,,,,,,ML01.a,,,,,650
DUAL_USE,50911,EXPORT,04/16/2003,China,,,,,(2B001.b2),,,,,,,288040
DUAL_USE,50914,EXPORT,04/16/2003,Italien,,,,0C001,,,,,,,,25
DUAL_USE,50917,EXPORT,04/17/2003,China,,,,,(2B001.c1),,,,,,,1110000
DUAL_USE,50920,EXPORT,04/22/2003,Russische Föderation,,,,,(2B001.b2),,,,,,,523326
DUAL_USE,50919,EXPORT,04/22/2003,Deutschland,,,,,,,,,,,,90
DUAL_USE,50922,EXPORT,04/22/2003,Belgien,,,,,,,ML11,,,,,10200
DUAL_USE,50918,EXPORT,04/22/2003,Irak,,,,,,,,,,,,134488
DUAL_USE,50918,EXPORT,04/22/2003,Irak,,,,,,,,,,,,126928
DUAL_USE,50921,EXPORT,04/22/2003,Russische Föderation,,,,,2B201.a1,,,,,,,191586
DUAL_USE,50923,EXPORT,04/23/2003,Russische Föderation,,,,,(2B001.a),,,,,,,208795
DUAL_USE,50927,EXPORT,04/23/2003,Belgien,,,,,,5A002.a1a,,,,,,4320
DUAL_USE,50927,EXPORT,04/23/2003,Belgien,,,,,,5A002.a1a,,,,,,3800
DUAL_USE,50927,EXPORT,04/23/2003,Belgien,,,,,,5A002.a1a,,,,,,4950
DUAL_USE,50926,EXPORT,04/23/2003,Tschechische Republik,,2B350.i4,,,,,,,,,,1538
DUAL_USE,50925,EXPORT,04/23/2003,Südafrika,,,,,,,ML01.a,,,,,6500
DUAL_USE,50925,EXPORT,04/23/2003,Südafrika,,,,,,,ML01.a,,,,,5500
DUAL_USE,50925,EXPORT,04/23/2003,Südafrika,,,,,,,ML01.a,,,,,6500
DUAL_USE,50924,EXPORT,04/23/2003,Slowenien,,,,,,2B001.a,,,,,,406000
DUAL_USE,50928,EXPORT,04/24/2003,China,,,,,(2B001.b2),,,,,,,303665
DUAL_USE,50942,EXPORT,04/25/2003,"Korea, Demokratische Volksrepublik",,2B350.i4,,,,,,,,,,21985
DUAL_USE,50936,EXPORT,04/25/2003,"Taiwan, Provinz von China",,2B350.i4,,,,,,,,,,2614
DUAL_USE,50943,EXPORT,04/25/2003,"Korea, Demokratische Volksrepublik",,2B350.d3,,,,,,,,,,86700
DUAL_USE,50935,EXPORT,04/25/2003,Indien,,2B350.i4,,,,,,,,,,9550
DUAL_USE,50938,EXPORT,04/25/2003,Thailand,,2B350.i4,,,,,,,,,,1447
DUAL_USE,50929,EXPORT,04/25/2003,Kroatien (Hrvatska),,,,,,,ML01.a,,,,,1160
DUAL_USE,50929,EXPORT,04/25/2003,Kroatien (Hrvatska),,,,,,,,,,,,470
DUAL_USE,50940,EXPORT,04/25/2003,Thailand,,2B350.i4,,,,,,,,,,1447
DUAL_USE,50947,EXPORT,04/25/2003,Russische Föderation,,2B350.d3,,,,,,,,,,20643
DUAL_USE,50939,EXPORT,04/25/2003,Thailand,,2B350.i4,,,,,,,,,,2614
DUAL_USE,50932,EXPORT,04/25/2003,Frankreich,,,,,1C235,,,,,,,5100
DUAL_USE,50931,EXPORT,04/25/2003,Belgien,,,,,,,ML11,,,,,30000
DUAL_USE,50944,EXPORT,04/25/2003,China,,,,,2B201.b1,,,,,,,408516
DUAL_USE,50949,EXPORT,04/25/2003,Jordanien,,2B350.g2,,,,,,,,,,3066
DUAL_USE,50949,EXPORT,04/25/2003,Jordanien,,2B350.g2,,,,,,,,,,10862
DUAL_USE,50933,EXPORT,04/25/2003,Thailand,,2B350.i4,,,,,,,,,,1780
DUAL_USE,50945,EXPORT,04/25/2003,Israel,,2B350.i4,,,,,,,,,,15374
DUAL_USE,50948,EXPORT,04/25/2003,"Taiwan, Provinz von China",,2B350.g2,,,,,,,,,,9613
DUAL_USE,50948,EXPORT,04/25/2003,"Taiwan, Provinz von China",,2B350.g2,,,,,,,,,,528
DUAL_USE,50948,EXPORT,04/25/2003,"Taiwan, Provinz von China",,2B350.g2,,,,,,,,,,1677
DUAL_USE,50930,EXPORT,04/25/2003,Spanien,,,,,,,ML01.a,,,,,17000
DUAL_USE,50934,EXPORT,04/25/2003,Indien,,2B350.i4,,,,,,,,,,2220
DUAL_USE,50937,EXPORT,04/25/2003,Hong Kong,,2B350.i4,,,,,,,,,,5228
DUAL_USE,50941,EXPORT,04/25/2003,Thailand,,2B350.i4,,,,,,,,,,1447
DUAL_USE,50946,EXPORT,04/25/2003,Slowenien,,2B350.i4,,,,,,,,,,13179
DUAL_USE,50953,EXPORT,04/28/2003,Belgien,,,,,,,ML11,,,,,49100
DUAL_USE,50953,EXPORT,04/28/2003,Belgien,,,,,,,ML11,,,,,36160
DUAL_USE,50951,EXPORT,04/28/2003,Brasilien,,,,,,,,,,,,22300
DUAL_USE,50952,EXPORT,04/28/2003,Rumänien,,2B350.i4,,,,,,,,,,1922
DUAL_USE,50950,EXPORT,04/28/2003,Brasilien,,,,,,,,,,,3B14,35400
DUAL_USE,50954,EXPORT,04/29/2003,Estland,,,,,,,ML07.e,,,,,3600
DUAL_USE,50954,EXPORT,04/29/2003,Estland,,,,,,,ML07.e,,,,,800
DUAL_USE,50958,EXPORT,04/29/2003,Großbritannien (Vereinigtes Königreich),,,,,,,ML01.a,,,,,1000
DUAL_USE,50960,EXPORT,04/29/2003,Ungarn,,2B350.i4,,,,,,,,,,1922
DUAL_USE,50959,EXPORT,04/29/2003,Oman,,,,,,,,,,,,3980
DUAL_USE,50969,EXPORT,04/30/2003,Vereinigte Staaten,,,,,,,ML01.a,,,,,47250
DUAL_USE,50969,EXPORT,04/30/2003,Vereinigte Staaten,,,,,,,ML01.a,,,,,54000
DUAL_USE,50969,EXPORT,04/30/2003,Vereinigte Staaten,,,,,,,ML01.a,,,,,1741
DUAL_USE,50969,EXPORT,04/30/2003,Vereinigte Staaten,,,,,,,ML01.a,,,,,6000
DUAL_USE,50968,EXPORT,04/30/2003,"Taiwan, Provinz von China",,,,,2B201.b1,,,,,,,508508
DUAL_USE,50963,EXPORT,04/30/2003,Italien,,,,,,,,,,,,500
DUAL_USE,50962,EXPORT,04/30/2003,Bosnien und Herzegowina,,,,,,,ML03,,,,,2500
DUAL_USE,50962,EXPORT,04/30/2003,Bosnien und Herzegowina,,,,,,,ML04.a,,,,,10000
DUAL_USE,50972,EXPORT,04/30/2003,China,,,,,(2B001.b2),,,,,,,3260000
DUAL_USE,50965,EXPORT,04/30/2003,China,,,,,,,,,,,,5625
DUAL_USE,50971,EXPORT,04/30/2003,"Taiwan, Provinz von China",,2B350.g2,,,,,,,,,,6408
DUAL_USE,50971,EXPORT,04/30/2003,"Taiwan, Provinz von China",,2B350.g2,,,,,,,,,,9216
DUAL_USE,50966,EXPORT,04/30/2003,China,,,,,,,,,,,,57375
DUAL_USE,50966,EXPORT,04/30/2003,China,,,,,,,,5.1,,,,41800
DUAL_USE,50964,EXPORT,04/30/2003,Vereinigte Arabische Emirate,,,,,,,ML14,,,,,1131900
DUAL_USE,50961,EXPORT,04/30/2003,Russische Föderation,,,,,(2B001.b2),,,,,,,1567750
DUAL_USE,50967,EXPORT,04/30/2003,China,,,,,,,,,,,,5625
DUAL_USE,50973,EXPORT,04/30/2003,China,,,,,(2B001.b2),,,,,,,1688000
DUAL_USE,50970,EXPORT,04/30/2003,Ungarn,,2B350.i4,,,,,,,,,,1922
DUAL_USE,50975,EXPORT,05/01/2003,Ukraine,,,,,(2B001.b1),,,,,,,161000
DUAL_USE,50976,EXPORT,05/01/2003,Thailand,,,,,(2B001.b1),,,,,,,230000
DUAL_USE,50978,EXPORT,05/01/2003,China,,,,,2B201.b1,,,,,,,588800
DUAL_USE,50974,EXPORT,05/01/2003,Kolumbien,,2B350.i4,,,,,,,,,,1922
DUAL_USE,50977,EXPORT,05/01/2003,Deutschland,,,,,,,ML21.b1d,,,,,304400
DUAL_USE,50980,EXPORT,05/02/2003,Argentinien,,,,,,,,,,,,5355
DUAL_USE,50984,EXPORT,05/02/2003,Indonesien,,2B350.i4,,,,,,,,,,2748
DUAL_USE,50982,EXPORT,05/02/2003,Tschechische Republik,,,,,,,ML17.h,,,,,36275
DUAL_USE,50979,EXPORT,05/02/2003,Bulgarien,,2B350.i4,,,,,,,,,,1995
DUAL_USE,50981,EXPORT,05/02/2003,Uruguay,,,,,,,,,,,,45
DUAL_USE,50983,EXPORT,05/02/2003,China,,2B350.i4,,,,,,,,,,2614
DUAL_USE,50986,EXPORT,05/05/2003,Thailand,,2B350.i4,,,,,,,,,,1447
DUAL_USE,50987,EXPORT,05/05/2003,Thailand,,2B350.i4,,,,,,,,,,2232
DUAL_USE,50985,EXPORT,05/05/2003,Irak,,,,,,,,,,,,512552
DUAL_USE,50992,EXPORT,05/07/2003,Katar,,,,,,,,,,,,10500
DUAL_USE,50988,EXPORT,05/07/2003,Irak,,,,,,,,,,,,512
DUAL_USE,50988,EXPORT,05/07/2003,Irak,,,,,,,,,,,,11950
DUAL_USE,50989,EXPORT,05/07/2003,Deutschland,,,,0C001,,,,,,,,70
DUAL_USE,50990,EXPORT,05/07/2003,Großbritannien (Vereinigtes Königreich),,,,0C001,,,,,,,,25
DUAL_USE,50991,EXPORT,05/07/2003,Vereinigte Staaten,,,,0C001,,,,,,,,110
DUAL_USE,50991,EXPORT,05/07/2003,Vereinigte Staaten,,,,0C001,,,,,,,,110
DUAL_USE,50991,EXPORT,05/07/2003,Vereinigte Staaten,,,,0C001,,,,,,,,110
DUAL_USE,51000,EXPORT,05/08/2003,Russische Föderation,,,,,(2B001.b1),,,,,,,438190
DUAL_USE,50999,EXPORT,05/08/2003,Vereinigte Arabische Emirate,,,,,,,,,,,,890
DUAL_USE,50999,EXPORT,05/08/2003,Vereinigte Arabische Emirate,,,,,,,,,,,,550
DUAL_USE,50999,EXPORT,05/08/2003,Vereinigte Arabische Emirate,,,,,,,,,,,,490
DUAL_USE,50998,EXPORT,05/08/2003,Israel,,,,,,2B001.a,,,,,,137000
DUAL_USE,50993,EXPORT,05/08/2003,Libanon,,,,,(2B001.b2),2B001.b2,,,,,,400000
DUAL_USE,51002,EXPORT,05/09/2003,"Taiwan, Provinz von China",,2B350.i4,,,,,,,,,,961
DUAL_USE,51001,EXPORT,05/09/2003,"Taiwan, Provinz von China",,2B350.i4,,,,,,,,,,1447
DUAL_USE,51003,EXPORT,05/12/2003,Italien,,,,0C001,,,,,,,,400
DUAL_USE,51004,EXPORT,05/12/2003,Indien,,,,0C003,,,,,,,,3746
DUAL_USE,51008,EXPORT,05/13/2003,Thailand,,,,,(2B001.b1),,,,,,,207000
DUAL_USE,51009,EXPORT,05/13/2003,Vereinigte Arabische Emirate,,,,,,,,,,,,4890
DUAL_USE,51006,EXPORT,05/13/2003,Deutschland,,,,,,,,,,,,4125
DUAL_USE,51007,EXPORT,05/13/2003,Vereinigte Staaten,,,,,,,,,,,,164550
DUAL_USE,51005,EXPORT,05/13/2003,Frankreich,,,,,,(7B00.3a),,,,,,316600
DUAL_USE,51010,EXPORT,05/13/2003,Italien,,,,,,,,,,,,400
DUAL_USE,51011,EXPORT,05/14/2003,Irak,,,,,,,,,,,,1640000
DUAL_USE,51016,EXPORT,05/15/2003,Deutschland,,,,,,,,,,,,420
DUAL_USE,51012,EXPORT,05/15/2003,Indien,,,,,(2B001.b2),,,,,,,471173
DUAL_USE,51020,EXPORT,05/15/2003,Israel,,,,,(2B001.b2),,,,,,,412530
DUAL_USE,51013,EXPORT,05/15/2003,Indien,,2B350.g2,,,,,,,,,,17805
DUAL_USE,51013,EXPORT,05/15/2003,Indien,,2B350.g2,,,,,,,,,,57553
DUAL_USE,51015,EXPORT,05/15/2003,Indien,,2B350.i4,,,,,,,,,,7480
DUAL_USE,51015,EXPORT,05/15/2003,Indien,,2B350.d3,,,,,,,,,,26592
DUAL_USE,51017,EXPORT,05/15/2003,"Taiwan, Provinz von China",,2B350.g2,,,,,,,,,,6048
DUAL_USE,51018,EXPORT,05/15/2003,Rumänien,,,,,(2B001.a),,,,,,,378000
DUAL_USE,51014,EXPORT,05/15/2003,China,,,,,(2B001.c1),,,,,,,537000
DUAL_USE,51019,EXPORT,05/15/2003,China,,,,,2B201.a,2B001.b2,,,,,,548541
DUAL_USE,51021,EXPORT,05/16/2003,Kroatien (Hrvatska),,,,,,6A002.c1,,,,,,13065
DUAL_USE,51023,EXPORT,05/19/2003,Indien,,,,0C003,,,,,,,,4650
DUAL_USE,51022,EXPORT,05/19/2003,Tschechische Republik,,2B350.i4,,,,,,,,,,5766
DUAL_USE,51025,EXPORT,05/20/2003,Italien,,,,0C001,,,,,,,,20
DUAL_USE,51030,EXPORT,05/20/2003,Thailand,,2B350.i4,,,,,,,,,,3858
DUAL_USE,51028,EXPORT,05/20/2003,Thailand,,2B350.i4,,,,,,,,,,1447
DUAL_USE,51029,EXPORT,05/20/2003,Thailand,,2B350.d3,,,,,,,,,,33904
DUAL_USE,51027,EXPORT,05/20/2003,Rumänien,,,,,2B201.a1,,,,,,,180000
DUAL_USE,51031,EXPORT,05/20/2003,Thailand,,2B350.i4,,,,,,,,,,1929
DUAL_USE,51024,EXPORT,05/20/2003,Italien,,,,0C001,,,,,,,,340
DUAL_USE,51026,EXPORT,05/20/2003,Vereinigte Staaten,,,,0C001,,,,,,,,27
DUAL_USE,51026,EXPORT,05/20/2003,Vereinigte Staaten,,,,0C001,,,,,,,,105
DUAL_USE,51032,EXPORT,05/21/2003,Italien,,,,,,,,,,,,5000
DUAL_USE,51033,EXPORT,05/21/2003,Jordanien,,2B350.g2,,,,,,,,,,4111
DUAL_USE,51038,EXPORT,05/22/2003,Thailand,,2B350.i4,,,,,,,,,,1447
DUAL_USE,51037,EXPORT,05/22/2003,Singapur,,2B350.i4,,,,,,,,,,2614
DUAL_USE,51036,EXPORT,05/22/2003,Russische Föderation,,2B350.i4,,,,,,,,,,1992
DUAL_USE,51034,EXPORT,05/22/2003,Deutschland,,,,,(2B001.b),,,,,,,90000
DUAL_USE,51035,EXPORT,05/22/2003,Deutschland,,,,,,,,,,,,448
DUAL_USE,51041,EXPORT,05/23/2003,Vereinigte Arabische Emirate,,,,,,,ML01.a,,,,,550
DUAL_USE,51041,EXPORT,05/23/2003,Vereinigte Arabische Emirate,,,,,,,,,,,,5400
DUAL_USE,51048,EXPORT,05/23/2003,Katar,,,,,,3A002.g1,,,,,,42738
DUAL_USE,51042,EXPORT,05/23/2003,China,,,,,2B201.b1,,,,,,,870000
DUAL_USE,51040,EXPORT,05/23/2003,Jugoslawien,,,,,,,,,,,,29500
DUAL_USE,51043,EXPORT,05/23/2003,Frankreich,,,,,,(7B00.3a),,,,,,420000
DUAL_USE,51047,EXPORT,05/23/2003,Italien,,,,,,,,,,,,456
DUAL_USE,51046,EXPORT,05/23/2003,Frankreich,,,,,,(7B00.3a),,,,,,420000
DUAL_USE,51045,EXPORT,05/23/2003,Frankreich,,,,,,(7B00.3a),,,,,,420000
DUAL_USE,51039,EXPORT,05/23/2003,Israel,,,,,,,ML01.d,,,,,84770
DUAL_USE,51039,EXPORT,05/23/2003,Israel,,,,,,,ML03,,,,,100000
DUAL_USE,51044,EXPORT,05/23/2003,Frankreich,,,,,,(7B00.3a),,,,,,420000
DUAL_USE,51049,EXPORT,05/23/2003,"Taiwan, Provinz von China",,2B350.g2,,,,,,,,,,3699
DUAL_USE,51049,EXPORT,05/23/2003,"Taiwan, Provinz von China",,2B350.g2,,,,,,,,,,732
DUAL_USE,51052,EXPORT,05/26/2003,Niederlande,,,,0C001,,,,,,,,500
DUAL_USE,51054,EXPORT,05/26/2003,"Tansania, Vereinigte Republik",,,,,,,ML01.a,,,,,805
DUAL_USE,51054,EXPORT,05/26/2003,"Tansania, Vereinigte Republik",,,,,,,ML03,,,,,50
DUAL_USE,51050,EXPORT,05/26/2003,Indien,,2B350.i4,,,,,,,,,,4691
DUAL_USE,51053,EXPORT,05/26/2003,Irak,,,,,,,,,,,,57548
DUAL_USE,51051,EXPORT,05/26/2003,Indien,,2B350.d3,,,,,,,,,,29445
DUAL_USE,51055,EXPORT,05/27/2003,Chile,,,,,,,ML14,,,,,71000
DUAL_USE,51061,EXPORT,05/27/2003,"Iran, Islamische Republik",,,,,,,,,,,,29430
DUAL_USE,51058,EXPORT,05/27/2003,Indien,,2B350.i4,,,,,,,,,,2114
DUAL_USE,51056,EXPORT,05/27/2003,Indien,,2B350.i4,,,,,,,,,,2664
DUAL_USE,51059,EXPORT,05/27/2003,Indien,,,,,,,ML18.a,,,,,71375
DUAL_USE,51065,EXPORT,05/27/2003,Belgien,,,,,,6A002.c1,,,,,,7500
DUAL_USE,51060,EXPORT,05/27/2003,Indien,,,,,,,ML18.a,,,,,107200
DUAL_USE,51063,EXPORT,05/27/2003,"Iran, Islamische Republik",,,,,,,,,,,,20590
DUAL_USE,51063,EXPORT,05/27/2003,"Iran, Islamische Republik",,,,,,,,,,,,11732
DUAL_USE,51063,EXPORT,05/27/2003,"Iran, Islamische Republik",,,,,,,ML02,,,,,22475
DUAL_USE,51063,EXPORT,05/27/2003,"Iran, Islamische Republik",,,,,,,,,,,,9338
DUAL_USE,51063,EXPORT,05/27/2003,"Iran, Islamische Republik",,,,,,,,,,,,1841
DUAL_USE,51057,EXPORT,05/27/2003,Indien,,2B350.i4,,,,,,,,,,1922
DUAL_USE,51062,EXPORT,05/27/2003,"Iran, Islamische Republik",,,,,,,ML03,,,,,11460
DUAL_USE,51062,EXPORT,05/27/2003,"Iran, Islamische Republik",,,,,,,ML03,,,,,28794
DUAL_USE,51062,EXPORT,05/27/2003,"Iran, Islamische Republik",,,,,,,,,,,,3038
DUAL_USE,51064,EXPORT,05/27/2003,"Iran, Islamische Republik",,,,,,,ML01.a,,,,,56376
DUAL_USE,51066,EXPORT,05/28/2003,Frankreich,,,,0C001,,,,,,,,660
DUAL_USE,51068,EXPORT,05/28/2003,Italien,,,,0C001,,,,,,,,36
DUAL_USE,51067,EXPORT,05/28/2003,Deutschland,,,,0B002.e,,,,,,,,338920
DUAL_USE,51077,EXPORT,05/30/2003,Indien,,2B350.i4,,,,,,,,,,2114
DUAL_USE,51071,EXPORT,05/30/2003,"Iran, Islamische Republik",,,,,(2B001.a1),,,,,,,214829
DUAL_USE,51072,EXPORT,05/30/2003,China,,,,,(2B001.b1),,,,,,,442500
DUAL_USE,51070,EXPORT,05/30/2003,Indien,,,,,,9B007,,,,,,107000
DUAL_USE,51083,EXPORT,05/30/2003,China,,,,,2B201.a,,,,,,,156850
DUAL_USE,51078,EXPORT,05/30/2003,Indien,,2B350.i4,,,,,,,,,,1332
DUAL_USE,51082,EXPORT,05/30/2003,China,,,,,(2B001.b1),,,,,,,343000
DUAL_USE,51080,EXPORT,05/30/2003,Malaysia,,2B350.d3,,,,,,,,,,15533
DUAL_USE,51081,EXPORT,05/30/2003,Singapur,,,,,,5A002.a1a,,,,,,111920
DUAL_USE,51085,EXPORT,05/30/2003,China,,,,,2B201.a,,,,,,,156850
DUAL_USE,A/51073,EXPORT,05/30/2003,Indien,,,,,,(7B003),,,,,,1630000
DUAL_USE,51069,EXPORT,05/30/2003,Indien,,,2B120,,,,,,,,,830000
DUAL_USE,51075,EXPORT,05/30/2003,Indien,,,,,2B201.b,,,,,,,131400
DUAL_USE,51075,EXPORT,05/30/2003,Indien,,,,,2B201.b,,,,,,,83220
DUAL_USE,51076,EXPORT,05/30/2003,"Iran, Islamische Republik",,,,,,5A002.a1a,,,,,,39900
DUAL_USE,51079,EXPORT,05/30/2003,Grönland,,,,,,,ML01.a,,,,,950
DUAL_USE,51084,EXPORT,05/30/2003,China,,,,,2B201.a,,,,,,,156850
DUAL_USE,51089,EXPORT,06/03/2003,Slowenien,,,,,,,,,,,,43500
DUAL_USE,51086,EXPORT,06/03/2003,Kanada,,,,0C001,,,,,,,,112
DUAL_USE,51092,EXPORT,06/03/2003,Elfenbeinküste,,,,,,,,,,,,2250
DUAL_USE,51092,EXPORT,06/03/2003,Elfenbeinküste,,,,,,,,,,,,3600
DUAL_USE,51092,EXPORT,06/03/2003,Elfenbeinküste,,,,,,,,,,,,3600
DUAL_USE,51095,EXPORT,06/03/2003,China,,,,,(2B001.c1),,,,,,,572800
DUAL_USE,51090,EXPORT,06/03/2003,Bosnien und Herzegowina,,,,,,,,,,,,21750
DUAL_USE,51087,EXPORT,06/03/2003,Vereinigte Staaten,,,,0C001,,,,,,,,27
DUAL_USE,51087,EXPORT,06/03/2003,Vereinigte Staaten,,,,0C001,,,,,,,,55
DUAL_USE,51091,EXPORT,06/03/2003,Elfenbeinküste,,,,,,,,,,,,1790
DUAL_USE,51091,EXPORT,06/03/2003,Elfenbeinküste,,,,,,,,,,,,1590
DUAL_USE,51091,EXPORT,06/03/2003,Elfenbeinküste,,,,,,,,,,,,240
DUAL_USE,51088,EXPORT,06/03/2003,Kenia,,,,,,,ML07.e,,,,,440
DUAL_USE,51093,EXPORT,06/03/2003,Elfenbeinküste,,,,,,,ML03,,,,,540
DUAL_USE,51093,EXPORT,06/03/2003,Elfenbeinküste,,,,,,,ML03,,,,,480
DUAL_USE,51093,EXPORT,06/03/2003,Elfenbeinküste,,,,,,,ML01.a,,,,,7500
DUAL_USE,51098,EXPORT,06/04/2003,Irak,,,,,,,,,,,,1354550
DUAL_USE,51097,EXPORT,06/04/2003,Irak,,,,,,,,,,,,1565200
DUAL_USE,51096,EXPORT,06/04/2003,Malaysia,,,,,,(1C011.a),,,,,,33052
DUAL_USE,51103,EXPORT,06/06/2003,China,,,,,,,,,,,,9164
DUAL_USE,51103,EXPORT,06/06/2003,China,,,,,,,,,,,,16110
DUAL_USE,51102,EXPORT,06/06/2003,Finnland,,,,,,,,,,,,58000
DUAL_USE,51100,EXPORT,06/06/2003,Ägypten,,,,,,,ML01.a,,,,,54000
DUAL_USE,51099,EXPORT,06/06/2003,Italien,,,,,,,,,,,,100
DUAL_USE,51101,EXPORT,06/06/2003,Marokko,,,,,,,ML11,,,,,370000
DUAL_USE,51105,EXPORT,06/10/2003,Eritrea,,,,,,,ML04.b,,,,,22610
DUAL_USE,51106,EXPORT,06/10/2003,Belgien,,,,,,,,,,,,30000
DUAL_USE,51107,EXPORT,06/10/2003,Belgien,,,,,,,ML11,,,,,49100
DUAL_USE,51107,EXPORT,06/10/2003,Belgien,,,,,,,ML11,,,,,36160
DUAL_USE,51104,EXPORT,06/10/2003,Italien,,,,,,,,,,,,590
DUAL_USE,51113,EXPORT,06/11/2003,"Syrien, Arabische Republik",,,,0C003,,,,,,,,175
DUAL_USE,51109,EXPORT,06/11/2003,Russische Föderation,,2B350.d,,,,,,,,,,58000
DUAL_USE,51109,EXPORT,06/11/2003,Russische Föderation,,2B350.d,,,,,,,,,,86480
DUAL_USE,51115,EXPORT,06/11/2003,Österreich,,,,,,,,,,,,200000
DUAL_USE,51122,EXPORT,06/11/2003,Indonesien,,2B350.d3,,,,,,,,,,12162
DUAL_USE,51110,EXPORT,06/11/2003,Ukraine,,2B350.d,,,,,,,,,,25161
DUAL_USE,51112,EXPORT,06/11/2003,Indien,,,,,(2B001.a),,,,,,,129191
DUAL_USE,51118,EXPORT,06/11/2003,Kroatien (Hrvatska),,,,,,,,,,,,3135
DUAL_USE,51118,EXPORT,06/11/2003,Kroatien (Hrvatska),,,,,,,ML01.a,,,,,1160
DUAL_USE,51114,EXPORT,06/11/2003,Österreich,,,,,,,,,,,,570000
DUAL_USE,51119,EXPORT,06/11/2003,Russische Föderation,,,,,2B001.a,2B001.a,,,,,,453000
DUAL_USE,51117,EXPORT,06/11/2003,Deutschland,,,,,,,ML10.c,,,,,5760
DUAL_USE,51120,EXPORT,06/11/2003,Bahrain,,,,,,,ML01.a,,,,,25000
DUAL_USE,51108,EXPORT,06/11/2003,Vereinigte Staaten,,,,0C001,,,,,,,,2730
DUAL_USE,51111,EXPORT,06/11/2003,Russische Föderation,,,,,2B201.a,2B001.b1,,,,,,927930
DUAL_USE,51116,EXPORT,06/11/2003,Thailand,,,,,,5A002.a1a,,,,,,6855
DUAL_USE,51121,EXPORT,06/11/2003,Oman,,,,,,,ML01.a,,,,,18000
DUAL_USE,51127,EXPORT,06/12/2003,China,,,,,(2B001.b2),,,,,,,3530000
DUAL_USE,51124,EXPORT,06/12/2003,Türkei,,,,0C001,,,,,,,,110
DUAL_USE,51125,EXPORT,06/12/2003,Frankreich,,,,0C001,,,,,,,,100
DUAL_USE,51126,EXPORT,06/12/2003,Vereinigte Staaten,,,,0C001,,,,,,,,100
DUAL_USE,51126,EXPORT,06/12/2003,Vereinigte Staaten,,,,0C001,,,,,,,,385
